staff_id,hotel_id,name,role,hire_date
569,57,Christie Webster,concierge,2019-12-05
570,57,Garrett Gomez,manager,2018-10-04
571,57,Jennifer Fields,housekeeping,2017-08-07
572,57,Christina Parker,receptionist,2019-06-24
573,57,Kara Booth,concierge,2020-11-14
574,58,Danny Wang,receptionist,2019-12-07
575,58,Jonathan Meza,receptionist,2025-07-20
576,58,Thomas Saunders,receptionist,2023-06-03
577,58,David Gutierrez,housekeeping,2020-04-02
578,58,Cynthia Dixon,receptionist,2017-06-13
579,58,Shawn Gonzales,housekeeping,2021-11-05
580,59,Erica Mcneil,concierge,2022-01-24
581,59,Sean Strong,housekeeping,2019-10-27
582,59,Jose James,housekeeping,2018-04-26
583,59,Dr. Jason Reyes,receptionist,2025-03-17
584,59,Sydney Fisher,receptionist,2018-05-14
585,59,Shannon Bright,receptionist,2017-12-10
586,59,Leslie Choi,housekeeping,2019-07-18
587,59,Amanda Hughes,housekeeping,2019-09-30
588,59,John Jenkins,housekeeping,2024-06-20
589,59,David Chen,receptionist,2022-12-12
590,59,Courtney Brady,housekeeping,2023-07-09
591,59,Lori Williams,receptionist,2016-12-23
592,59,James Moreno,receptionist,2022-12-25
593,60,Aaron Crawford,housekeeping,2021-09-25
594,60,Natasha Bowen,housekeeping,2021-03-07
595,60,Robert Pace,housekeeping,2019-02-13
596,60,Keith Rodriguez,concierge,2019-07-11
597,60,Mckenzie King,housekeeping,2023-07-02
598,60,Danielle Mills,housekeeping,2023-02-26
599,60,Mr. Robert Lang,receptionist,2017-12-18
600,60,Jacqueline Baird,receptionist,2023-10-27
601,60,Stephanie Smith,concierge,2018-10-03
602,60,Erin Alexander,receptionist,2024-12-05
603,60,Bruce Kline,housekeeping,2020-02-23
604,60,Robert Sexton,concierge,2019-12-24
605,60,Alexander Atkins,manager,2022-09-21
