"guest_id","full_name","total_spend","spend_quartile"
8028,Steven Butler,5553.18,2
1765,Tami Burton,5552.73,2
3213,Anna Padilla,5549.95,2
1401,Jeremiah Fisher,5549.27,2
5129,Phillip Lewis,5548.78,2
3884,Kendra Davis,5548.57,2
2540,Kevin Simmons,5548.38,2
1737,Tara Frank,5546.72,2
2180,Susan Hayden,5545.95,2
6361,Courtney Morrow,5544.83,2
898,Jeffrey King,5544.04,2
4814,Peter West,5543.99,2
1057,Cynthia Velazquez,5543.32,2
8613,Michael Yang,5540.08,2
523,Mary Welch,5537.24,2
155,Anthony Evans,5535.69,2
5275,Marcus Delgado,5535.02,2
3218,Steven Welch,5534.91,2
7329,Victoria Castaneda,5531.95,2
7615,Mark Miles,5531.74,2
2548,Joshua Hudson,5530.65,2
2311,Steve Decker,5530.21,2
6664,Erica Carroll,5530.11,2
3920,David Todd,5529.46,2
735,Michael Lewis,5529.19,2
8263,Jessica Cobb,5528.51,2
6623,Kristin Herrera,5528.34,2
9882,Troy Singleton,5528.15,2
7672,Michael Wilson,5527.72,2
5173,Patrick Jackson,5525.03,2
1309,Matthew Gilmore,5524.03,2
694,Jennifer Blackwell,5523.85,2
2099,Christine Lopez,5522.96,2
1427,Michael Martinez,5522.74,2
6952,Robert Hill,5521.56,2
7747,Robert Robertson,5520.87,2
3411,Debbie Lowery,5520.23,2
5159,Jessica Cooper,5519.42,2
3033,Nicholas Miles,5518.24,2
3579,Christopher Elliott,5515.73,2
2048,Steven Buchanan,5515.22,2
8748,Faith Lambert,5514.31,2
3461,Christopher Bryant,5512.10,2
9132,Leslie Campbell,5511.62,2
9952,Taylor Gordon,5510.59,2
1971,Amy Moore,5507.96,2
9651,Jessica Levy,5507.71,2
3409,Dawn Hill,5507.29,2
4228,Garrett Gillespie,5504.86,2
956,Patricia Smith,5504.26,2
6780,Kimberly Wilson,5504.08,2
9317,Matthew Patton,5503.94,2
954,Erik Leon,5502.64,2
1616,Timothy Floyd,5502.44,2
5403,Jennifer Wilson,5502.25,2
5759,Dale Thompson,5501.43,2
7511,Edward Mayer,5500.71,2
1658,John Pitts PhD,5499.64,2
5678,Christian Young,5498.63,2
8825,William Jones,5497.39,2
6360,Laura Salazar,5497.13,2
4499,April Coleman,5496.71,2
5244,Elizabeth Sloan,5495.92,2
4594,Duane Bishop,5494.08,2
2059,Michael Saunders,5490.17,2
891,Crystal Chavez,5488.61,2
3730,Samantha Ortiz,5488.57,2
3155,Shawn Reyes,5486.93,2
2119,Emily Brown,5486.08,2
9512,Joshua Joseph,5483.03,2
6208,Jamie Figueroa,5482.16,2
5377,Paul Lopez,5481.76,2
4324,Janet Garcia,5478.11,2
6417,Debra Mason,5477.16,2
8295,Johnathan Terry,5475.38,2
4697,Mark Duncan,5474.32,2
9278,Curtis Hall,5474.17,2
4095,Richard Silva,5472.09,2
752,Alyssa Powers,5470.75,2
7695,Jeffery Carroll,5470.50,2
4290,Austin Green,5470.28,2
7344,Natasha Hill,5470.17,2
1033,Justin Preston,5469.34,2
2225,Whitney Morrison,5467.75,2
4052,Susan Young,5467.53,2
5455,Shawn Taylor,5467.10,2
2714,Christian Benson,5466.73,2
2051,Erika Griffin,5466.54,2
332,Jill Riddle,5466.10,2
9116,Scott Mendoza,5466.00,2
9774,Lisa Rice,5465.12,2
3888,Billy Walker,5464.23,2
4744,Taylor Schroeder,5462.84,2
2448,Mary Anderson,5462.28,2
8641,Roy Garcia,5462.00,2
4182,Jonathan Cherry,5461.73,2
2117,Kristen Wright,5460.99,2
4021,Jeffrey Herman,5459.45,2
4951,Jessica Sanchez,5459.35,2
6380,Anna Williamson,5458.58,2
1310,William Ware,5458.04,2
3049,Kyle Lawrence,5457.44,2
6369,April Hamilton,5456.58,2
7192,Robert Valencia,5456.04,2
938,Luis Richardson,5455.64,2
2680,Taylor Hendricks,5454.97,2
9580,Herbert Martinez,5452.35,2
2991,Peter Moore,5451.25,2
7227,Madison Blair,5451.24,2
8987,Travis Bennett,5450.25,2
7407,Michelle Moran,5449.90,2
2503,Maria Stevens,5449.03,2
525,Danielle Gonzalez,5448.52,2
1429,Carmen Herrera,5447.56,2
8576,John Lambert,5447.47,2
5928,James Watson,5446.89,2
739,Jennifer Colon,5445.80,2
7987,Janet Hill,5444.87,2
5301,Richard Haynes,5444.70,2
499,Charles Sanchez,5443.66,2
301,Sandra Smith,5443.56,2
8021,Dr. Ronald Graham DVM,5442.78,2
3830,Alex Carter,5442.54,2
5650,Joshua Jackson,5441.17,2
784,Joel Phelps,5440.84,2
4696,Stephanie Carpenter,5439.53,2
6454,Teresa Gregory,5438.14,2
9324,Monica Lewis,5438.13,2
3764,Teresa Diaz,5437.72,2
1221,Robert Whitaker,5437.08,2
5571,Ana Smith,5435.75,2
5874,Kim Melendez,5435.53,2
7457,Kelly Carson DDS,5435.15,2
3714,Jon Smith,5434.53,2
3602,Shawn Wagner MD,5433.69,2
2694,Jamie White,5430.33,2
233,Michelle Brock,5430.00,2
4646,John Lewis,5428.99,2
5130,Samuel Stark,5428.74,2
7612,William Hernandez,5427.87,2
4629,Laura Alexander,5427.37,2
8657,Andrea Moore,5426.92,2
9640,Sarah Henderson,5425.42,2
9297,Scott Stark,5423.29,2
3992,Aimee Reyes,5423.10,2
6363,Alice Rice,5423.05,2
8009,Brian Young,5422.41,2
257,Michael Osborn,5418.66,2
4572,Kimberly Wood,5418.15,2
705,Christopher Turner,5417.31,2
73,Courtney Hayes,5415.25,2
3776,Kevin Chung,5415.01,2
3274,Timothy Bray,5413.18,2
385,Carol Wilson,5412.45,2
7566,Nicholas Levy,5411.14,2
867,Trevor Burns,5410.77,2
173,Melanie Morales,5408.39,2
7318,Michael Chapman,5408.18,2
1423,Sandra Baker,5407.53,2
2785,Leslie Barnes,5407.24,2
4097,Shawn Allen,5407.05,2
3623,Victoria Gomez,5404.90,2
9188,April Rose,5404.08,2
4545,John Hicks,5404.08,2
854,Erica Thomas,5402.46,2
8921,Brandy Johnson,5401.53,2
3350,Sara Shannon,5401.48,2
9890,Sophia Gomez,5400.67,2
87,Jennifer Fowler,5398.30,2
8072,Jeffrey Brown,5397.43,2
2113,Oscar Williams,5397.27,2
1217,Paul Nguyen,5396.20,2
5549,Rose Hernandez,5393.23,2
5350,Toni Hahn,5392.87,2
5826,Terrence Austin,5392.80,2
559,James Jones,5391.24,2
5080,Victoria Jones,5390.02,2
9093,Jared Wood DDS,5389.80,2
4295,David Sloan,5389.45,2
1369,Matthew Love,5388.48,2
3820,Joshua Gomez,5387.92,2
1723,Sabrina Adams,5386.30,2
6681,John Lindsey,5386.29,2
1128,Jason Ellis,5386.23,2
7403,James Smith,5385.58,2
9492,Hannah Oconnor,5385.25,2
4609,Timothy Ruiz,5385.03,2
4492,Felicia Rowe,5384.74,2
2366,John Young,5383.53,2
2695,Dawn Melendez,5382.61,2
8553,Johnny Smith DDS,5380.69,2
4007,Andrea Goodwin,5380.39,2
4369,Howard Thomas,5376.56,2
9925,Debbie Sullivan,5376.30,2
6500,Michael Clark,5375.41,2
9510,James Reid,5374.99,2
3737,Mr. Andrew Cervantes DVM,5374.87,2
7305,Joanne Thompson,5374.57,2
530,Brandon Lang,5373.38,2
1692,James Gray,5372.68,2
2023,Jennifer Davis,5372.47,2
4381,Paul Alvarez,5370.82,2
5439,James Rivas,5369.26,2
1483,Andrew Rodriguez,5368.68,2
6460,Nathan Wilson,5367.64,2
7737,Gina Fox,5364.94,2
970,Olivia Gordon,5364.40,2
7065,Anthony Nelson,5362.32,2
8312,Mrs. Ashley Aguilar,5362.29,2
3070,Jacob Walker,5360.49,2
640,Denise Nixon,5360.44,2
7538,Nicole Wolf,5360.14,2
261,Wendy Neal,5359.75,2
2633,Andrew Moore,5358.23,2
3491,Bradley Beck,5357.96,2
3141,Andrew Ramirez,5356.55,2
9034,Lori Cross,5355.29,2
4429,Mr. Jonathan Moore,5351.34,2
3326,Heather Collier,5351.20,2
1438,Christopher White,5349.88,2
5871,Clifford Clark,5345.53,2
330,Luke Robinson,5343.01,2
9762,Caleb Hammond,5342.93,2
6634,James Rhodes,5341.60,2
8320,Heidi Pope,5341.11,2
4521,Donald Griffin,5340.62,2
9048,Dylan Thomas,5339.98,2
1540,Nicole Patterson,5339.59,2
1100,Dr. Lisa Ramos,5338.84,2
2525,Lauren Landry,5337.99,2
3833,Julia Marsh,5337.37,2
5211,James Tucker,5337.29,2
6563,Jerome Thomas,5336.90,2
5576,Ronald Dean,5335.95,2
8339,Tony Mitchell,5334.70,2
7197,Kellie Rush,5332.95,2
4370,Cody Leon,5331.41,2
3069,Jerry Wallace,5330.80,2
2650,Tammy Simon,5327.45,2
1940,Andrew Mahoney,5326.48,2
3264,Gregory Richardson,5325.11,2
8633,Kimberly Stevens,5324.56,2
1874,Michael Miller,5324.31,2
610,Shawn Harding,5324.07,2
4111,Stephanie Green,5322.43,2
9452,Chris Cole,5321.66,2
72,Ruth Solis,5321.19,2
8234,Danielle Cross,5320.15,2
7405,Carlos Mcdonald,5317.75,2
9458,Gerald Harmon,5317.69,2
4676,Christopher Mayer,5317.43,2
4090,Pamela Reid,5316.64,2
5984,Ryan Parsons,5314.38,2
9543,Maria Bennett,5313.36,2
321,Julie Taylor,5310.85,2
5711,Melissa Bryant,5310.81,2
1294,Joshua Hammond,5310.26,2
6766,Alicia Barajas,5309.81,2
2377,Dustin Ashley,5308.86,2
7645,John Martin,5308.35,2
1359,Joshua Sanders,5304.69,2
1481,Roger Hall,5303.27,2
3521,Terry Noble,5303.05,2
124,Jeffrey Colon,5301.57,2
4624,Stephen White,5301.45,2
6702,Patricia Richardson,5301.22,2
979,Taylor Martinez,5300.27,2
4139,Deborah Blake,5298.97,2
9043,Elizabeth Fischer,5298.20,2
6134,Maria Camacho,5296.92,2
3134,James Hughes,5294.83,2
5544,Kenneth Leach,5294.07,2
6297,James Nash,5293.86,2
8337,Eric Orr,5290.20,2
5513,Jennifer Richardson,5289.00,2
9176,Barbara Haney,5287.86,2
6344,Diana Zimmerman,5286.73,2
4,Phillip Ryan,5286.57,2
9117,Michael Hernandez,5286.15,2
152,Monica Garcia,5282.70,2
6,Crystal Robinson,5281.82,2
8979,Jose Erickson,5279.75,2
3003,Crystal Smith,5279.63,2
8107,Adrian Hernandez,5278.66,2
6926,Candace Reid,5277.73,2
7496,Cody Martinez,5276.61,2
6255,Wendy Ryan,5275.24,2
30,Nathan Freeman,5274.32,2
68,Maria Jones,5273.99,2
1700,Dr. Phillip Anderson,5273.83,2
6590,Jesse Rodriguez,5272.29,2
4033,Roger Reeves MD,5271.74,2
7067,Makayla Long,5270.50,2
5472,Douglas Garrett MD,5270.01,2
3683,Jordan Hammond,5269.90,2
4781,Patrick Bartlett PhD,5269.24,2
9940,Brandy Ross,5268.78,2
9250,Walter Brown,5267.63,2
9892,Jennifer Lee,5267.42,2
931,Pamela George,5267.39,2
9923,Tina Williams,5264.98,2
135,Wanda Garcia,5263.19,2
2205,Jasmine Rojas,5262.83,2
1640,Rhonda Marquez,5262.83,2
710,Derek Gentry DVM,5262.68,2
1041,Larry Bates,5261.23,2
6249,Lance Martinez MD,5261.15,2
387,Randy Robbins,5260.90,2
1881,Christina Davidson,5258.04,2
7982,Katherine Lynch,5256.58,2
2950,Carmen Thompson,5255.18,2
8673,James Ingram,5255.13,2
6615,Valerie Peterson,5250.82,2
2020,Victor Moore,5247.79,2
3897,Lauren Chavez,5247.56,2
7781,Melissa Baker,5246.73,2
1925,Donald Sanchez,5245.83,2
2058,Nicole Kennedy,5243.74,2
2271,Jennifer Johnson,5243.27,2
5242,Nicole Washington,5242.74,2
4384,Kristin Nelson,5240.69,2
6228,Sheri Stokes,5239.23,2
9693,Melissa Turner,5238.59,2
9262,Carol Santana,5237.89,2
3481,Brian Heath,5236.31,2
4569,Daniel Mills,5235.76,2
2480,David Warner,5232.99,2
4489,Adam Howard,5230.36,2
3400,Charles Davis,5229.50,2
8089,Laura Norris,5229.15,2
5899,Christopher Ward,5228.94,2
6433,Heather Gregory,5228.43,2
7725,Amy Thomas,5228.28,2
6011,Nicole White,5227.54,2
4853,Jessica Robinson,5227.33,2
8059,Kari Frey,5224.43,2
1524,Dylan Brown,5223.57,2
2857,Dr. Patricia Dunlap,5222.10,2
6161,Donald Knapp,5221.98,2
7671,Matthew Rodriguez,5218.90,2
8850,Sandra Burnett,5218.13,2
2811,Mr. Jason Brown,5217.44,2
2577,Taylor Sanders,5217.12,2
6144,Lawrence Casey,5215.40,2
2071,Rick Mcdowell,5214.51,2
6971,April Jackson,5214.23,2
6857,Thomas Williams,5211.83,2
3744,Michael Holland,5211.01,2
4040,Christina Pineda,5210.83,2
9409,Amy Armstrong,5209.65,2
9943,Sharon Garcia,5208.30,2
2459,Stephen Gonzalez,5206.60,2
3417,Mia Holden,5205.65,2
5523,Julie Hayes DVM,5205.10,2
2912,Lonnie Wilson,5205.00,2
7935,Kimberly Gutierrez,5202.23,2
6382,Nicole Rojas,5200.72,2
9606,Thomas Giles,5196.82,2
3684,Brian Clayton,5195.16,2
5055,Zachary Leon,5193.21,2
47,Ronald Foster,5193.09,2
8508,Garrett Winters,5192.73,2
9644,Charles Evans,5191.36,2
44,Cynthia Cohen,5189.91,2
5494,Paul Wilson,5188.78,2
8333,Blake Shelton,5188.56,2
2098,Donna Lawson,5185.76,2
3938,Andre Lamb,5185.06,2
7773,Lori Johnson,5183.58,2
3781,Joshua Williams,5183.35,2
8373,Meredith Smith,5182.48,2
1949,Sheryl Massey,5182.20,2
8326,William Wilson,5180.75,2
8747,Joseph Woods,5179.79,2
4273,Marcus Rangel,5179.69,2
4008,Jeffrey James,5179.34,2
8125,Joshua Berger,5178.57,2
6801,Marvin Garza,5178.43,2
2780,Mariah Case,5177.94,2
4548,Lynn Lewis,5173.25,2
4845,Richard Brewer,5171.28,2
3928,Nicholas Graves,5171.17,2
1943,Holly Perry,5170.54,2
2593,Pamela Thomas,5168.39,2
9072,James Sanchez,5168.27,2
6491,Valerie Williams,5167.85,2
1305,Kayla Chapman,5166.74,2
6530,Jennifer Powers,5166.69,2
758,William Fuller,5166.25,2
2701,Julie Walker,5165.90,2
3013,Nicholas Gonzales Jr.,5164.33,2
3964,Nicole Jackson,5162.60,2
2988,Christina Pham,5161.96,2
1689,Marcus Knight,5160.97,2
5516,Alexandria Noble,5160.52,2
5310,Justin Jones,5159.89,2
5151,John Guzman,5159.73,2
5790,Lauren Johnson,5159.29,2
4562,Kimberly Kline,5158.47,2
3059,Stephanie Brown,5158.03,2
5853,Aaron Garcia,5155.91,2
404,Adam Thompson,5154.82,2
1880,Jo Edwards,5154.62,2
6574,William Quinn,5152.97,2
3336,Joel Collins,5152.28,2
6142,Paul Wade,5151.56,2
2968,Jeffrey Rhodes,5149.03,2
4440,Debbie Levine,5147.96,2
2482,Jamie Mckinney,5146.36,2
5680,Faith Valenzuela,5145.86,2
53,Rachel Harris DVM,5145.80,2
9661,Gary Kennedy,5145.72,2
5178,Elizabeth Miller,5144.54,2
5657,Jenna Dominguez,5144.32,2
6173,Anita King,5143.27,2
3682,Wayne Lee,5142.78,2
7755,Rachael Beck,5140.59,2
6091,Randall Good,5140.46,2
2327,Jesus Best,5139.88,2
1445,Kevin Daugherty,5139.84,2
2475,Lori White,5137.33,2
3988,Terri Douglas,5137.09,2
8052,James Hernandez,5135.96,2
9375,Gina Rodgers,5134.13,2
4213,Michael Guerrero,5133.11,2
8132,Jessica Zavala,5131.63,2
3018,Steven Smith,5130.89,2
3441,David Lee,5130.74,2
5161,Tracy Atkinson,5129.76,2
273,Dawn Ellis,5129.20,2
4363,Catherine Vargas,5128.00,2
1425,Matthew Williams,5127.85,2
2759,Alexander Gonzalez,5126.47,2
8548,Michael Brooks,5126.41,2
5525,Brian Tran,5125.89,2
3696,Danielle Moss,5124.49,2
9912,Laurie Romero,5124.24,2
7480,Kyle Woods,5123.73,2
3748,Emily Mosley,5123.41,2
9470,Lisa Garcia,5122.63,2
8477,William Ramos,5122.05,2
2476,Felicia Herrera,5121.91,2
6836,Sarah Freeman,5121.51,2
7121,James Stone,5121.33,2
4265,Hannah Howe,5120.50,2
1916,Kimberly Becker,5120.04,2
1461,Marcia Sanders,5119.86,2
4596,Kelly Young,5119.54,2
3110,Wayne Pitts,5119.31,2
984,Sheri Hoover,5118.74,2
8681,Robert Zimmerman,5118.09,2
4738,Jennifer Kim,5117.38,2
8806,Samantha Gray,5116.87,2
6494,Sarah Tanner,5115.70,2
9227,Jennifer Green,5115.48,2
6453,Courtney Richardson,5115.47,2
7392,Nancy Hall,5115.47,2
897,Evelyn Novak,5115.42,2
4401,Cathy Leonard,5115.22,2
2235,Laura Martin,5114.77,2
913,David Hawkins,5114.51,2
7911,Jamie Fitzgerald,5113.92,2
9508,Ronnie Shah,5113.08,2
1490,Debra Greer,5113.07,2
5469,Whitney Baker,5113.02,2
7514,Danielle Singh,5110.80,2
1637,Bianca Cooper,5107.59,2
4308,Michael Lucas,5107.15,2
7847,Miguel Chavez,5107.11,2
4103,Jennifer Ortiz,5106.10,2
489,Damon Soto,5105.67,2
3290,Kayla Abbott,5105.08,2
8403,Jason Bright,5103.38,2
8855,Jasmin Murray,5102.23,2
6585,Bonnie Spencer,5101.79,2
4406,Tammy Coleman,5100.71,2
1173,Michael Jenkins,5100.13,2
2118,Tracy Gonzales,5099.43,2
6905,Jamie Rivera,5098.69,2
9495,Jody Peterson,5098.39,2
2880,Lauren Matthews,5097.24,2
1611,Danny Kelly,5096.88,2
3340,Megan Lee,5095.19,2
782,Sarah Garcia,5094.65,2
5451,Brian Ramos,5092.61,2
4280,Jacob Bishop,5092.04,2
6021,Steve Fowler,5090.51,2
9979,Stephen Elliott,5089.83,2
3548,Jonathan Davis,5089.38,2
9428,Ashley Sutton,5088.49,2
2010,Daniel Adams,5088.37,2
8991,William Wilkins,5087.44,2
7599,Susan Bowman,5085.49,2
325,Kelly Burton,5084.19,2
5537,Mr. Gabriel Edwards,5084.00,2
4592,Jason Green,5083.46,2
8688,Henry Castillo,5082.63,2
7017,Mark Barnes,5080.89,2
8912,Lori Collins,5080.84,2
269,Ronald Williams,5079.25,2
3667,Elizabeth Wall,5078.96,2
793,Carlos Curry,5078.90,2
5519,Mark Mays,5078.68,2
7123,Candice Aguirre,5077.86,2
7149,Lisa Mays,5075.09,2
1356,Cody Lynch,5073.96,2
9191,Melissa Young,5073.52,2
1979,Jill Berg,5073.24,2
6424,Victor King,5073.15,2
2494,Alexis Brown,5072.26,2
3496,Frank Alexander,5071.36,2
2391,Kyle Smith,5071.05,2
4873,Anthony Kirk,5067.28,2
2800,Donald Hanson,5066.96,2
8490,Cindy Wilson,5066.91,2
4067,Antonio Alexander,5064.22,2
7376,Randall Gaines,5063.26,2
7398,Richard Bradford,5063.17,2
8449,Jason Petersen,5061.63,2
3832,Sheena Wallace,5061.39,2
597,Cynthia Murray,5061.32,2
2626,Vincent Howell,5060.79,2
9201,Kelly Hodges,5059.85,2
2245,Shelly Martin,5059.62,2
7720,Benjamin Mills,5057.20,2
6984,Shelley Rodriguez,5056.19,2
3854,Christopher Massey,5054.30,2
7926,Ashley Davis,5052.72,2
206,Cheryl Palmer,5049.81,2
6069,Tammy Singh DDS,5049.80,2
8400,Jillian Solomon,5049.57,2
4795,Barbara David,5049.40,2
9868,Kelli Mcdonald,5048.00,2
5167,Christopher Estes,5047.40,2
6550,Lori Allison,5045.72,2
697,David Rice,5045.67,2
7332,Linda Sanchez,5044.92,2
2369,Thomas Travis,5044.01,2
7653,Mrs. Cindy Walls,5042.93,2
9706,Angela Jimenez,5042.49,2
8999,Nathaniel Massey,5041.17,2
7001,Michael Knox,5039.33,2
750,Deborah Moreno,5038.45,2
9714,Carol Walker,5037.79,2
1315,Jamie Velazquez,5037.39,2
912,Roy Davis,5036.48,2
7891,Angela Hicks,5033.79,2
1163,Leslie Mcdaniel,5033.76,2
1708,Laura Murray,5033.70,2
5306,Andrew Edwards,5032.82,2
1194,Robert Solomon,5030.98,2
2079,Stephen Barker,5030.60,2
6256,Alexander Richards,5030.05,2
1867,Jeffery Robinson,5030.00,2
5919,Kerri Hernandez,5029.18,2
195,Joshua Petersen,5028.86,2
2341,Eric Fields,5028.75,2
5371,Shannon Torres,5028.58,2
8215,Julie Marshall,5027.16,2
9988,Danielle Daniel,5024.94,2
3383,Dana Webster,5024.74,2
2824,Paul Kelley,5023.58,2
6584,Jeremy Wiley,5023.27,2
5240,Deborah Harding,5020.15,2
4728,Brianna Stevens,5020.07,2
5437,Angela Shaffer,5019.63,2
4257,Sheila Greene MD,5019.23,2
6753,James Holland,5019.07,2
3177,Zachary Mcclain,5018.23,2
9061,Brian Hill,5018.20,2
6436,Lisa Hicks,5017.77,2
1630,Bryan Howard,5017.72,2
2004,Kelly Reese,5017.66,2
3074,Sara Owen,5016.94,2
434,Kyle Williams,5015.52,2
2221,Raymond Gonzalez,5014.48,2
6800,David Bradford,5014.11,2
8711,Antonio Alexander,5013.04,2
5239,Aaron Stokes,5009.81,2
3811,Melissa Webster,5009.27,2
4654,James Fuller,5009.23,2
5847,Jennifer Hendricks,5009.10,2
4133,Christopher Hayes,5008.26,2
2914,Molly Graham,5008.15,2
8103,Alexander Holmes,5007.80,2
1661,Nancy Duffy,5007.74,2
1419,Bradley Montgomery,5007.68,2
5750,Anita Nguyen,5006.01,2
2648,Lawrence Gaines,5005.94,2
5343,Christopher Adams,5005.87,2
116,Debra Sanders,5005.67,2
4967,Larry Nguyen,5005.58,2
3970,Darren Carroll,5003.79,2
1008,Richard Harris,5003.52,2
8911,Emily Kramer,5002.56,2
6303,Marcus Roberts,5001.96,2
2490,Jason Arnold,5001.87,2
8108,Victoria Leach,5001.63,2
7906,Anthony Mason,5000.95,2
6474,Cassandra Wheeler,5000.22,2
2771,Brenda Sims,5000.04,2
3137,Andrew Coleman,4999.89,2
7780,Elizabeth Erickson,4998.05,2
8996,Juan Gardner,4997.91,2
5016,Jessica Morales,4997.10,2
1185,Leslie Miller,4996.76,2
5638,Mathew Le,4996.70,2
3710,Jon Lopez,4995.18,2
9716,Timothy Turner,4995.09,2
8419,Cynthia Houston,4994.12,2
7904,Kelly Sanchez,4993.59,2
5608,Michelle King,4993.43,2
6712,Philip Clarke,4993.24,2
2608,Thomas Mcgee,4993.03,2
2973,Leon Hutchinson,4992.42,2
1235,Leah Thomas,4991.33,2
3406,Aaron Carr,4991.10,2
740,Rebecca Kelley,4990.23,2
3044,Richard Rose,4987.41,2
7337,Julie Payne,4987.09,2
5160,Jessica Hernandez,4985.66,2
2532,Michael Martin,4985.65,2
9525,Kevin Sweeney,4985.24,2
4190,Isaiah Bender,4984.78,2
4457,Tiffany Floyd,4984.72,2
2324,Amanda Rodriguez,4984.61,2
1036,Robin Wright,4983.02,2
8110,Sara Berry,4982.55,2
8686,Doris Oneal,4982.33,2
561,Victoria Delgado,4980.80,2
306,Jennifer Chen,4979.60,2
6885,John Patterson,4977.92,2
3586,Edward Taylor,4977.91,2
8702,Joy Hunter,4976.14,2
4556,Jacqueline Orr,4975.50,2
9308,Victoria Jackson,4973.77,2
7016,Christopher Andersen,4973.74,2
7941,Dr. Maria Hamilton,4973.38,2
2193,Lisa Thompson,4972.71,2
7137,Emily Miranda,4969.54,2
6136,Mary Lopez,4969.29,2
9416,Heather Roman,4968.22,2
2813,Sandra Jordan,4968.09,2
6283,Patricia Mccall,4967.68,2
1859,Kathryn Ferrell,4967.58,2
808,Stephen Brown,4966.51,2
4595,Eric Tran,4966.44,2
8174,Amanda Johnson,4965.90,2
436,Brian Morris,4965.10,2
7313,Terry Mitchell,4960.92,2
1025,Marcus Phillips,4959.65,2
8763,Michael Kemp,4959.60,2
7917,Alexandra Lopez,4959.05,2
8186,Danielle Sherman,4957.32,2
6071,Pamela Myers,4956.89,2
2285,Morgan Craig MD,4956.78,2
5328,Allison Cox,4956.63,2
2697,Rachel Kline,4955.64,2
699,Cynthia Henry,4954.80,2
3211,Diane Watkins,4953.46,2
3621,Jonathan Smith,4952.29,2
2859,Nicole Moore,4952.00,2
4857,Ashley Campbell,4951.16,2
184,Tiffany Mcclain,4950.23,2
5621,Michelle Flores,4948.95,2
7715,Phillip Arroyo,4948.67,2
3544,Bradley Lewis,4948.49,2
4389,Jennifer Shea,4948.00,2
5574,Laura Rodgers,4947.05,2
576,Kelsey Williams,4946.72,2
7878,Kristina Obrien,4945.68,2
6803,Denise Olson,4944.97,2
3949,Vincent Wright,4944.77,2
2013,Brett Fleming,4944.73,2
5812,Cody Hudson,4944.33,2
7769,Julia Leblanc,4942.70,2
7685,Kirsten Reyes,4941.34,2
6045,Brian Murray,4941.07,2
6577,Richard Avila,4940.47,2
1187,Donald Smith,4939.40,2
7623,Terri Alvarez,4937.33,2
9362,James Simmons,4936.91,2
3421,Alyssa House,4936.34,2
4053,Shelly Carr,4936.19,2
3443,John Mccall,4933.75,2
3145,Sharon Rodriguez,4932.68,2
3578,Travis Hill,4932.43,2
9657,Susan Dalton,4931.60,2
9008,Michelle Gross,4931.19,2
8268,Michaela Taylor,4931.12,2
2536,Rodney Figueroa,4931.10,2
2935,Joyce Garcia,4931.02,2
7931,Kimberly Brown,4929.90,2
8100,Brandi Donaldson,4928.99,2
1852,Dominic Bennett,4928.88,2
811,April Benjamin,4928.78,2
519,Jenna Jensen,4928.58,2
8528,Timothy Stephens,4927.63,2
1574,Kyle Shannon,4926.69,2
3153,Reginald French,4925.61,2
608,Mckenzie Brown,4925.09,2
526,Harry Hurst,4924.21,2
7894,Willie Campbell,4923.96,2
9567,Zachary Martinez,4920.93,2
3014,James Walter,4920.92,2
2034,Daniel Stevenson,4919.28,2
4212,Ashley Moore,4918.47,2
5452,Tiffany Sloan,4918.36,2
6902,Tammie Williams,4917.76,2
6816,Daniel Cunningham,4917.59,2
9866,Eric Murphy,4917.50,2
158,Juan Brown,4916.79,2
285,Craig Chang,4916.49,2
9198,William Tanner,4915.78,2
8249,Robert Williams,4915.40,2
1783,Stacy Jones,4915.18,2
6637,Mrs. Brooke Weaver,4915.16,2
7679,Lauren Williams,4914.98,2
7080,Brianna Osborn,4913.32,2
2350,Scott Hoffman,4912.96,2
916,Kirsten Collins,4910.81,2
633,Steven Clark,4910.45,2
1751,Teresa Baker,4910.29,2
7923,Robin Moon,4909.28,2
1862,Heather Hudson,4909.19,2
8626,Gregory Carr,4906.59,2
8733,Veronica Hughes,4906.27,2
7410,Mary Gross,4906.09,2
6822,Andrea Hernandez,4905.19,2
755,Eric Petersen,4903.59,2
423,Felicia Leonard,4903.39,2
4983,Krista Thomas,4903.03,2
7983,Daniel Gregory,4902.98,2
2908,Cheryl Clay,4901.97,2
6117,Patrick Mendez,4901.04,2
3864,William Warren,4900.33,2
532,Gary Salazar,4899.89,2
328,Amanda Stewart,4899.18,2
4524,James Reyes,4899.16,2
6022,Jonathan Knight,4898.39,2
8840,Donna Baker,4898.32,2
8938,Brian Hart,4898.14,2
3263,Antonio Mendoza,4897.75,2
2126,Amy Grant,4894.96,2
9396,Leslie Mccall,4893.15,2
5124,Lauren Lopez,4892.28,2
3255,Mr. Manuel Ray,4891.64,2
2264,Virginia Lewis,4891.44,2
4226,Victor House,4891.03,2
95,Edwin David,4890.26,2
2640,Christina Branch,4889.64,2
8221,Joseph Valdez,4887.17,2
720,Renee Shields,4886.15,2
2440,Jeffery Ruiz,4886.10,2
894,Kristy Tate,4885.49,2
6172,Curtis Jenkins,4885.45,2
6388,Zachary Donaldson,4884.73,2
1281,Mark Hess,4883.92,2
8604,Linda Ramirez,4883.90,2
243,Glenn Collins DDS,4883.61,2
6308,Melanie Singh,4882.82,2
389,Nathan Hobbs,4882.62,2
6929,Patricia Kaufman,4881.54,2
995,William Adams,4879.57,2
